"word","position_score","psi","zeta","abs_zeta","political_leaning","frequency","position_rank","discrimination_rank"
"westdeutsche",-1.25043431260522,-0.121238312212568,-1.17688578553921,1.17688578553921,"left",8,929,4370
"zivilgesellschaftlicher",-1.248990831866,0.103008632800546,-1.31500465709067,1.31500465709067,"left",10,930,3466
"solidarisch",-1.24749953293708,2.00625445091428,-3.40167650466749,3.40167650466749,"left",67,931,424
"verkehrslärm",-1.24725648860151,0.199642457945816,-1.37818519697627,1.37818519697627,"left",11,932,3160.5
"diskriminierenden",-1.24725648860151,0.199642457945816,-1.37818519697627,1.37818519697627,"left",11,933,3160.5
"gewerkschaften",-1.2469181582192,3.05950050468215,-5.75705054813615,5.75705054813615,"left",192,934,123
"umwandlung",-1.24658294934808,0.510310815973525,-1.60891747256551,1.60891747256551,"left",15,935,2321
"agenturen",-1.2455533606848,0.442102122310497,-1.55368722183903,1.55368722183903,"left",14,936,2499
"bürgerrechte",-1.24408456547413,1.65430970119916,-2.84497653938684,2.84497653938684,"left",47,937,674
"adoptionsrecht",-1.24347849659187,0.577211379719027,-1.6595033673698,1.6595033673698,"left",16,938,2193
"hartz",-1.24273644850186,1.71720917387882,-2.93269075618785,2.93269075618785,"left",50,939,622
"anforderung",-1.24266684483526,0.00246358136968063,-1.24419849342065,1.24419849342065,"left",9,940,3898
"katastrophenschutzes",-1.24261117154329,-0.115277195782552,-1.17301381978392,1.17301381978392,"left",8,941,4395
"digitalkonzerne",-1.24261117154329,-0.115277195782552,-1.17301381978392,1.17301381978392,"left",8,942,4395
"abrüsten",-1.24261117154329,-0.115277195782552,-1.17301381978392,1.17301381978392,"left",8,943,4395
"computer",-1.24138166483819,0.639427257846536,-1.70905166373615,1.70905166373615,"left",17,944,2065
"vätern",-1.24063524233206,0.44583688835283,-1.55044499739344,1.55044499739344,"left",14,945,2509
"transnationale",-1.23970559182404,0.751922443388918,-1.80549564051297,1.80549564051297,"left",19,946,1829
"absturz",-1.23939347012525,-0.400520883766007,-1.01446530549261,1.01446530549261,"left",6,947,5876
"ungerechte",-1.23903203502308,0.110578145878629,-1.30946614440692,1.30946614440692,"left",10,948,3486
"ambulanter",-1.23858548348082,0.00555528505722857,-1.24203061365008,1.24203061365008,"left",9,949,3911
"briefkastenfirmen",-1.23858548348082,0.00555528505722857,-1.24203061365008,1.24203061365008,"left",9,950,3911
"künstlersozialkasse",-1.23858548348082,0.00555528505722857,-1.24203061365008,1.24203061365008,"left",9,951,3911
"paritätische",-1.23821459373141,0.6418243807,-1.7067358533448,1.7067358533448,"left",17,952,2069
"befristungsgesetz",-1.2380294200888,-0.111807501321823,-1.17071794348342,1.17071794348342,"left",8,953,4409.5
"gewerkschaftliche",-1.2380294200888,-0.111807501321823,-1.17071794348342,1.17071794348342,"left",8,954,4409.5
"fällig",-1.23572222899092,0.518542326340302,-1.60147769615454,1.60147769615454,"left",15,955,2337
"öffentlicher",-1.23480406230237,2.80161649937935,-5.01142623975119,5.01142623975119,"left",147,956,159
"auskünfte",-1.23459883038532,-0.109220002600824,-1.1689852704866,1.1689852704866,"left",8,957,4422
"existenzsichernde",-1.23443396377724,0.855985017590043,-1.89383721792475,1.89383721792475,"left",21,958,1668
"entstehenden",-1.23400746099486,-0.396456943051868,-1.01211125452687,1.01211125452687,"left",6,959,5895.5
"verwandten",-1.23400746099486,-0.396456943051868,-1.01211125452687,1.01211125452687,"left",6,960,5895.5
"kostenlos",-1.23339908853489,0.947735456403753,-1.98107885542225,1.98107885542225,"left",23,961,1504
"patient",-1.23280152192261,1.87313350075308,-3.14513240657098,3.14513240657098,"left",58,962,517
"allgemeinwohl",-1.23165219041444,0.010778369005705,-1.23830770911285,1.23830770911285,"left",9,963,3938.5
"psychotherapeutische",-1.23165219041444,0.010778369005705,-1.23830770911285,1.23830770911285,"left",9,964,3938.5
"medizinisch",-1.23152557990709,1.03252465642204,-2.0637320901599,2.0637320901599,"left",25,965,1379
"ablösen",-1.23128827093728,0.378776291551391,-1.48802411380177,1.48802411380177,"left",13,966,2712
"phasen",-1.23031681705791,0.299462221499067,-1.42903990232868,1.42903990232868,"left",12,967,2949
"bezahlten",-1.22880489264558,1.03456398245833,-2.06127362491729,2.06127362491729,"left",25,968,1384
"versteuerndem",-1.22759012293904,0.0138214585746555,-1.23610304733231,1.23610304733231,"left",9,969,3948
"politikerinnen",-1.22740155257994,0.707109600600648,-1.74796835969116,1.74796835969116,"left",18,970,1964
"leiharbeit",-1.22655177934889,1.92824659875769,-3.21661672406834,3.21661672406834,"left",61,971,494
"verwertungsgesellschaften",-1.22647750289874,0.382377560086166,-1.48488157569931,1.48488157569931,"left",13,972,2721.5
"hybride",-1.22647750289874,0.382377560086166,-1.48488157569931,1.48488157569931,"left",13,973,2721.5
"unterrichten",-1.22584311498445,-0.236188072814173,-1.08929949878398,1.08929949878398,"left",7,974,5133
"toiletten",-1.22584311498445,-0.236188072814173,-1.08929949878398,1.08929949878398,"left",7,975,5133
"einseitiger",-1.22584311498445,-0.236188072814173,-1.08929949878398,1.08929949878398,"left",7,976,5133
"gemeinnützig",-1.2213619923236,0.386187571462274,-1.48150788293222,1.48150788293222,"left",13,977,2738
"interventionen",-1.22123656339557,-0.232758469278378,-1.08706856925168,1.08706856925168,"left",7,978,5153
"dunkeln",-1.22123656339557,-0.232758469278378,-1.08706856925168,1.08706856925168,"left",7,979,5153
"zugutekommt",-1.22123656339557,-0.232758469278378,-1.08706856925168,1.08706856925168,"left",7,980,5153
"aufenthaltsrecht",-1.2200193177027,1.28797082009162,-2.32298292382886,2.32298292382886,"left",32,981,1081
"gerechtes",-1.21617973211203,1.22627490747333,-2.24532894168943,2.24532894168943,"left",30,982,1154
"kooperative",-1.21607792832401,0.597741463978372,-1.63968081726001,1.63968081726001,"left",16,983,2235
"tausch",-1.21536199446962,-0.564880615239253,-0.916312021608904,0.916312021608904,"left",5,984,6953.5
"wiederverwendung",-1.21536199446962,-0.564880615239253,-0.916312021608904,0.916312021608904,"left",5,985,6953.5
"verbessertes",-1.21536199446962,-0.564880615239253,-0.916312021608904,0.916312021608904,"left",5,986,6953.5
"männerberufe",-1.21536199446962,-0.564880615239253,-0.916312021608904,0.916312021608904,"left",5,987,6953.5
"rechtspopulistische",-1.21536199446962,-0.564880615239253,-0.916312021608904,0.916312021608904,"left",5,988,6953.5
"straßenneubau",-1.21536199446962,-0.564880615239253,-0.916312021608904,0.916312021608904,"left",5,989,6953.5
"nachvollziehbarkeit",-1.21536199446962,-0.564880615239253,-0.916312021608904,0.916312021608904,"left",5,990,6953.5
"nachgeschärft",-1.21536199446962,-0.564880615239253,-0.916312021608904,0.916312021608904,"left",5,991,6953.5
"vorgenommenen",-1.21536199446962,-0.564880615239253,-0.916312021608904,0.916312021608904,"left",5,992,6953.5
"uniformierten",-1.21536199446962,-0.564880615239253,-0.916312021608904,0.916312021608904,"left",5,993,6953.5
"exportiert",-1.21462979635282,0.917264261099562,-1.92143339337718,1.92143339337718,"left",22,994,1612
"fluchtursachen",-1.21329814913353,1.58840357595295,-2.6846334006541,2.6846334006541,"left",43,995,771
"pflegeeinrichtungen",-1.21287073667908,1.29325415083777,-2.31548029004665,2.31548029004665,"left",32,996,1089
"therapie",-1.21227764806476,0.392904180830134,-1.47543525498677,1.47543525498677,"left",13,997,2757
"mini",-1.21189557938859,0.226131195660344,-1.35696600118849,1.35696600118849,"left",11,998,3276
"staatsleistungen",-1.21164616929479,-0.0921390973872743,-1.15709245793679,1.15709245793679,"left",8,999,4526.5
"getz",-1.21164616929479,-0.0921390973872743,-1.15709245793679,1.15709245793679,"left",8,1000,4526.5
"einheiten",-1.21109579452003,0.536874186865488,-1.58401483443988,1.58401483443988,"left",15,1001,2397
"ärzt",-1.21056117417894,0.773655784557328,-1.78231293890329,1.78231293890329,"left",19,1002,1878
"bedarfsgerecht",-1.20983456718647,1.61393997160194,-2.71136884094854,2.71136884094854,"left",44,1003,756
"stadtteilen",-1.2088700293472,0.538508151696937,-1.5823959762914,1.5823959762914,"left",15,1004,2404
"umbauen",-1.20778595965095,1.38660046302226,-2.41594165317514,2.41594165317514,"left",35,1005,1006
"ökolandbau",-1.20740187261779,0.47059098903431,-1.52770457769456,1.52770457769456,"left",14,1006,2584
"lohn",-1.20736647740105,2.51369079991401,-4.243069400966,4.243069400966,"left",108,1007,237
"ökologisch",-1.20657574026928,2.72997803191084,-4.72456454503501,4.72456454503501,"left",134,1008,179
"geförderter",-1.20656603534667,0.0293699083410686,-1.22441513814884,1.22441513814884,"left",9,1009,4006
"umsätze",-1.20636687235678,0.397240358007047,-1.47142811646486,1.47142811646486,"left",13,1010,2771
"vergütet",-1.20626065068585,0.665582023567979,-1.68255961617592,1.68255961617592,"left",17,1011,2132
"sofortmaßnahme",-1.20402908020977,0.231893871173486,-1.35204793946977,1.35204793946977,"left",11,1012,3299
"ärmeren",-1.20386748451127,0.473173807061519,-1.52520096493409,1.52520096493409,"left",14,1013,2591
"verordnet",-1.20363852246259,-0.373957067039928,-0.99837186462845,0.99837186462845,"left",6,1014,6064
"bereitstellt",-1.20363852246259,-0.373957067039928,-0.99837186462845,0.99837186462845,"left",6,1015,6064
"schutzpflicht",-1.20363852246259,-0.373957067039928,-0.99837186462845,0.99837186462845,"left",6,1016,6064
"produktionen",-1.20363852246259,-0.373957067039928,-0.99837186462845,0.99837186462845,"left",6,1017,6064
"stadtgrün",-1.20363852246259,-0.373957067039928,-0.99837186462845,0.99837186462845,"left",6,1018,6064
"kulturschaffenden",-1.20358207014949,0.878847066969709,-1.86773357213207,1.86773357213207,"left",21,1019,1717
"geräten",-1.20285256587003,0.607445091331703,-1.62973662133749,1.62973662133749,"left",16,1020,2266
"sozialstandards",-1.20229797441376,0.926302792822178,-1.91054033632354,1.91054033632354,"left",22,1021,1632
"mächtigen",-1.20141372354759,0.138489039701168,-1.28755295934564,1.28755295934564,"left",10,1022,3645
"befristungen",-1.20065395010858,1.27044367502558,-2.26616325234731,2.26616325234731,"left",31,1023,1134
"ausgehöhlt",-1.20044790355496,0.475663564932782,-1.52276311374618,1.52276311374618,"left",14,1024,2597
"anteilig",-1.19944114899759,-0.0832209354186633,-1.15055596276994,1.15055596276994,"left",8,1025,4572
"privatversicherten",-1.19944114899759,-0.0832209354186633,-1.15055596276994,1.15055596276994,"left",8,1026,4572
"kulturgütern",-1.19944114899759,-0.0832209354186633,-1.15055596276994,1.15055596276994,"left",8,1027,4572
"volkswirtschaftlich",-1.19944114899759,-0.0832209354186633,-1.15055596276994,1.15055596276994,"left",8,1028,4572
"wirtschaftspartnerschaftsabkommen",-1.19944114899759,-0.0832209354186633,-1.15055596276994,1.15055596276994,"left",8,1029,4572
"transgender",-1.19827525888936,-0.215906425210805,-1.075655266429,1.075655266429,"left",7,1030,5231
"lehrende",-1.19827525888936,-0.215906425210805,-1.075655266429,1.075655266429,"left",7,1031,5231
"vertragsverletzungsverfahren",-1.19827525888936,-0.215906425210805,-1.075655266429,1.075655266429,"left",7,1032,5231
"ökologische",-1.19822866390669,3.29353832591694,-6.21902732442366,6.21902732442366,"left",234,1033,103
"modernisierungen",-1.19820064399651,0.140822619263165,-1.285608667966,1.285608667966,"left",10,1034,3660
"verkehrsplanung",-1.19820064399651,0.140822619263165,-1.285608667966,1.285608667966,"left",10,1035,3660
"kreislauf",-1.19820064399651,0.140822619263165,-1.285608667966,1.285608667966,"left",10,1036,3660
"ausbildungsmarkt",-1.19603800005799,-0.550758376266071,-0.908132704721378,0.908132704721378,"left",5,1037,7027.5
"geborenen",-1.19603800005799,-0.550758376266071,-0.908132704721378,0.908132704721378,"left",5,1038,7027.5
"kulturföderalismus",-1.19603800005799,-0.550758376266071,-0.908132704721378,0.908132704721378,"left",5,1039,7027.5
"androhung",-1.19603800005799,-0.550758376266071,-0.908132704721378,0.908132704721378,"left",5,1040,7027.5
"saisonarbeiter",-1.19603800005799,-0.550758376266071,-0.908132704721378,0.908132704721378,"left",5,1041,7027.5
"mitfinanziert",-1.19603800005799,-0.550758376266071,-0.908132704721378,0.908132704721378,"left",5,1042,7027.5
"genehmigen",-1.19603800005799,-0.550758376266071,-0.908132704721378,0.908132704721378,"left",5,1043,7027.5
"unterhaltsansprüche",-1.19603800005799,-0.550758376266071,-0.908132704721378,0.908132704721378,"left",5,1044,7027.5
"abgerüstet",-1.19603800005799,-0.550758376266071,-0.908132704721378,0.908132704721378,"left",5,1045,7027.5
"einklagen",-1.19603800005799,-0.550758376266071,-0.908132704721378,0.908132704721378,"left",5,1046,7027.5
"betreuungsschlüssel",-1.19491177612788,0.479675219838553,-1.51878392464083,1.51878392464083,"left",14,1047,2607
"aufenthalts",-1.19475618310655,0.405679653134386,-1.46342848505467,1.46342848505467,"left",13,1048,2802.5
"komponente",-1.19475618310655,0.405679653134386,-1.46342848505467,1.46342848505467,"left",13,1049,2802.5
"sozial",-1.19447582881625,3.51768658771344,-6.93478981907901,6.93478981907901,"left",292,1050,73
"nahrungsmitteln",-1.19444444987904,0.885477883257611,-1.85970918512247,1.85970918512247,"left",21,1051,1738
"universellen",-1.1933383305407,0.0389783128021073,-1.21682359857763,1.21682359857763,"left",9,1052,4067.5
"datenmengen",-1.1933383305407,0.0389783128021073,-1.21682359857763,1.21682359857763,"left",9,1053,4067.5
"pflegeleistungen",-1.19253404356681,0.614922319693787,-1.62180812159878,1.62180812159878,"left",16,1054,2284
"kapitalerträge",-1.1922826175022,0.407464121330671,-1.46170227223301,1.46170227223301,"left",13,1055,2812
"fracking",-1.19200501266998,0.838447010238179,-1.81277764418402,1.81277764418402,"left",20,1056,1814
"löhnen",-1.19126288907017,1.45416694552096,-2.46476746528356,2.46476746528356,"left",37,1057,956
"einkommens",-1.1907527268517,1.5071777258458,-2.52988668613588,2.52988668613588,"left",39,1058,882
"ungerechten",-1.18990763642837,-0.546338433592794,-0.905476885167913,0.905476885167913,"left",5,1059,7054.5
"bedarfsorientierte",-1.18990763642837,-0.546338433592794,-0.905476885167913,0.905476885167913,"left",5,1060,7054.5
"passive",-1.18990763642837,-0.546338433592794,-0.905476885167913,0.905476885167913,"left",5,1061,7054.5
"werkbank",-1.18990763642837,-0.546338433592794,-0.905476885167913,0.905476885167913,"left",5,1062,7054.5
"ermächtigt",-1.18990763642837,-0.546338433592794,-0.905476885167913,0.905476885167913,"left",5,1063,7054.5
"kostenloses",-1.18990763642837,-0.546338433592794,-0.905476885167913,0.905476885167913,"left",5,1064,7054.5
"oberen",-1.18963221614626,0.409370904132528,-1.45984410023556,1.45984410023556,"left",13,1065,2821
"herrschenden",-1.18768200224216,-0.362419414973455,-0.990836050031025,0.990836050031025,"left",6,1066,6136
"erwächst",-1.18752400359357,-0.362306156546148,-0.990760342407401,0.990760342407401,"left",6,1067,6137
"kostenlose",-1.18689747192916,0.937425754642888,-1.89658635202836,1.89658635202836,"left",22,1068,1660
"überstunden",-1.18615510077196,1.45783274890773,-2.45870169126284,2.45870169126284,"left",37,1069,960
"menschenwürdige",-1.18599955874821,0.938068602938281,-1.89576078949331,1.89576078949331,"left",22,1070,1664
"gerechte",-1.18513344904847,2.87152615655587,-4.98093917072602,4.98093917072602,"left",152,1071,161
"realen",-1.18494553351467,0.792218944830739,-1.76086696702812,1.76086696702812,"left",19,1072,1935.5
"sofortigen",-1.18494553351467,0.792218944830739,-1.76086696702812,1.76086696702812,"left",19,1073,1935.5
"arbeitsagenturen",-1.18444462553007,0.246033174671153,-1.33949219290917,1.33949219290917,"left",11,1074,3347
"massentierhaltung",-1.1843238053438,1.10632074578399,-2.05923047298194,2.05923047298194,"left",26,1075,1390
"lernenden",-1.18360314851165,-0.541823326091969,-0.90271502582566,0.90271502582566,"left",5,1076,7091.5
"verlagerungen",-1.18360314851165,-0.541823326091969,-0.90271502582566,0.90271502582566,"left",5,1077,7091.5
"volkmar",-1.18360314851165,-0.541823326091969,-0.90271502582566,0.90271502582566,"left",5,1078,7091.5
"psychotherapeutinnen",-1.18360314851165,-0.541823326091969,-0.90271502582566,0.90271502582566,"left",5,1079,7091.5
"zivilen",-1.18293887250774,2.08331920615244,-3.35234974087324,3.35234974087324,"left",69,1080,436
"sanktioniert",-1.18254304054524,0.0467195295410212,-1.21049213906296,1.21049213906296,"left",9,1081,4133
"beschäftigte",-1.18247055212438,3.2656470295751,-6.05224606037464,6.05224606037464,"left",225,1082,109
"lebensräume",-1.18236787391497,0.940662270443853,-1.89240827180343,1.89240827180343,"left",22,1083,1672
"verfasste",-1.181410878314,-0.2037882751336,-1.06696188098304,1.06696188098304,"left",7,1084,5311
"mitgestaltung",-1.181410878314,-0.2037882751336,-1.06696188098304,1.06696188098304,"left",7,1085,5311
"positivliste",-1.181410878314,-0.2037882751336,-1.06696188098304,1.06696188098304,"left",7,1086,5311
"rentenansprüche",-1.18120754592415,1.21774216702953,-2.17147865370313,2.17147865370313,"left",29,1087,1242
"großkonzernen",-1.18118396470773,0.335369773251268,-1.39682552800019,1.39682552800019,"left",12,1088,3067
"instandhaltung",-1.17873449452051,0.154789529518327,-1.27358551843375,1.27358551843375,"left",10,1089,3725
"lizenzen",-1.17827546900048,0.417479592934287,-1.45178190072968,1.45178190072968,"left",13,1090,2869.5
"friedenssicherung",-1.17827546900048,0.417479592934287,-1.45178190072968,1.45178190072968,"left",13,1091,2869.5
"vollzeit",-1.17812722887913,1.65929790543555,-2.70087295185522,2.70087295185522,"left",45,1092,761
"transfeindlichkeit",-1.17714284317155,-0.354907102076504,-0.985739293022423,0.985739293022423,"left",6,1093,6177.5
"betriebsratsvergütung",-1.17714284317155,-0.354907102076504,-0.985739293022423,0.985739293022423,"left",6,1094,6177.5
"arbeitserlaubnis",-1.17701993689183,-0.200669324252047,-1.06465532123409,1.06465532123409,"left",7,1095,5331.5
"ersetzung",-1.17701993689183,-0.200669324252047,-1.06465532123409,1.06465532123409,"left",7,1096,5331.5
"innen",-1.17688868958789,5.13006992531699,-15.3008627419486,15.3008627419486,"left",1446,1097,7
"volkshochschulen",-1.17503193449702,0.627416419739542,-1.60801988245621,1.60801988245621,"left",16,1098,2322
"urheberinnen",-1.17446210740059,1.18743498136215,-2.12660700140181,2.12660700140181,"left",28,1099,1292
"problematisch",-1.1732184253818,0.0533332471731314,-1.20492507528106,1.20492507528106,"left",9,1100,4166.5
"rüstungsgütern",-1.1732184253818,0.0533332471731314,-1.20492507528106,1.20492507528106,"left",9,1101,4166.5
"männliche",-1.17296303216218,-0.0642695974743743,-1.13586929311809,1.13586929311809,"left",8,1102,4661
"umbrüchen",-1.17250104414391,-0.197475166748515,-1.06226298978094,1.06226298978094,"left",7,1103,5348
"immobilienpreise",-1.17043479329822,0.160654990599853,-1.26833217995556,1.26833217995556,"left",10,1104,3750
"sorgfaltspflichten",-1.1703397196544,0.160721868603843,-1.26827156319807,1.26827156319807,"left",10,1105,3751
"veto",-1.16979783771777,0.0557423962012022,-1.20286010730983,1.20286010730983,"left",9,1106,4183.5
"geheimdiensten",-1.16979783771777,0.0557423962012022,-1.20286010730983,1.20286010730983,"left",9,1107,4183.5
"offengelegt",-1.16909906062845,1.32474475271313,-2.26733650073274,2.26733650073274,"left",32,1108,1131
"privacy",-1.16900463365319,-0.0614832837707666,-1.13361427775646,1.13361427775646,"left",8,1109,4674
"entspannungspolitik",-1.16820513087143,0.567686659848518,-1.55163905127242,1.55163905127242,"left",15,1110,2505
"mitspracherechte",-1.1679800048356,0.257689689264819,-1.32859316237146,1.32859316237146,"left",11,1111,3408.5
"geflüchteter",-1.1679800048356,0.257689689264819,-1.32859316237146,1.32859316237146,"left",11,1112,3408.5
"persönlichkeitsrechte",-1.16778131733303,0.344840440705655,-1.38753093088359,1.38753093088359,"left",12,1113,3108
"betriebsverfassung",-1.16766257390791,-0.194072779130995,-1.0596806200682,1.0596806200682,"left",7,1114,5370
"umweltverbänden",-1.16476534819417,-0.0585128283200375,-1.13118214816586,1.13118214816586,"left",8,1115,4698
"kurzfristige",-1.16470170511558,0.906612555174049,-1.83266517053869,1.83266517053869,"left",21,1116,1782
"bezahlte",-1.16418827135621,1.60011851758491,-2.59110218741151,2.59110218741151,"left",42,1117,836
"tarifvertrag",-1.16350627268697,1.12102169145987,-2.0379592524259,2.0379592524259,"left",26,1118,1417
"rentenkasse",-1.16329374792416,-0.1910163613574,-1.05733039776954,1.05733039776954,"left",7,1119,5382
"entwicklungsziele",-1.16291002776923,0.502398555238965,-1.4949978757971,1.4949978757971,"left",14,1120,2689
"unternehmenssteuern",-1.16250405534249,0.0608489397438607,-1.19841615817335,1.19841615817335,"left",9,1121,4224
"genossenschaftsrecht",-1.16118767176821,-0.343698972600786,-0.977843003461284,0.977843003461284,"left",6,1122,6267
"fiskalpakt",-1.16118767176821,-0.343698972600786,-0.977843003461284,0.977843003461284,"left",6,1123,6267
"wirtschaftshilfen",-1.16118767176821,-0.343698972600786,-0.977843003461284,0.977843003461284,"left",6,1124,6267
"unterlaufen",-1.1600942141505,0.755674155075755,-1.69272270135886,1.69272270135886,"left",18,1125,2104
"vielerorts",-1.15926293592153,1.60354980039957,-2.58457039665037,2.58457039665037,"left",42,1126,843
"unangetastet",-1.15909673830018,0.0632202111317346,-1.19632114273921,1.19632114273921,"left",9,1127,4243
"ttip",-1.15802840557441,0.957779703486874,-1.86938361792893,1.86938361792893,"left",22,1128,1711
"belegschaft",-1.15764021583558,0.506063831990876,-1.49095305905755,1.49095305905755,"left",14,1129,2699
"stufen",-1.15762047843496,0.169605282268426,-1.26007246061821,1.26007246061821,"left",10,1130,3795
"schutzsuchende",-1.15704715718296,0.700630969534551,-1.64244615796606,1.64244615796606,"left",17,1131,2233
"armutsrisiko",-1.15690813862472,0.432463314160966,-1.43617410449933,1.43617410449933,"left",13,1132,2924.5
"lokaler",-1.15690813862472,0.432463314160966,-1.43617410449933,1.43617410449933,"left",13,1133,2924.5
"wartezeit",-1.15428591115096,-0.521233931680684,-0.889465043394858,0.889465043394858,"left",5,1134,7219
"schwächer",-1.15428591115096,-0.521233931680684,-0.889465043394858,0.889465043394858,"left",5,1135,7219
"sexistische",-1.15428591115096,-0.521233931680684,-0.889465043394858,0.889465043394858,"left",5,1136,7219
"heizt",-1.15428591115096,-0.521233931680684,-0.889465043394858,0.889465043394858,"left",5,1137,7219
"größtenteils",-1.15428591115096,-0.521233931680684,-0.889465043394858,0.889465043394858,"left",5,1138,7219
"künste",-1.15276067717068,0.355287561496207,-1.37685709603603,1.37685709603603,"left",12,1139,3176
"prestigeprojekte",-1.15263479271194,-0.337772812015523,-0.973520924645385,0.973520924645385,"left",6,1140,6306.5
"milliardenbeträge",-1.15263479271194,-0.337772812015523,-0.973520924645385,0.973520924645385,"left",6,1141,6306.5
"künsten",-1.15263479271194,-0.337772812015523,-0.973520924645385,0.973520924645385,"left",6,1142,6306.5
"neuwagen",-1.15263479271194,-0.337772812015523,-0.973520924645385,0.973520924645385,"left",6,1143,6306.5
"materialien",-1.15210535116959,0.435782030683195,-1.43258717671693,1.43258717671693,"left",13,1144,2934
"expert",-1.15055073968272,-0.0486554342446722,-1.12289819223401,1.12289819223401,"left",8,1145,4792
"sozialversicherungspflichtigen",-1.14887596586956,0.0702785573916373,-1.18996431835779,1.18996431835779,"left",9,1146,4277
"perspektivlosigkeit",-1.14878895780734,0.581163915469983,-1.53616686526329,1.53616686526329,"left",15,1147,2551
"privilegiert",-1.14806195386729,-0.516949490465989,-0.886566198720354,0.886566198720354,"left",5,1148,7243
"elterlichen",-1.14806195386729,-0.516949490465989,-0.886566198720354,0.886566198720354,"left",5,1149,7243
"straf",-1.14806195386729,-0.516949490465989,-0.886566198720354,0.886566198720354,"left",5,1150,7243
"strukturelles",-1.14806195386729,-0.516949490465989,-0.886566198720354,0.886566198720354,"left",5,1151,7243
"effektivere",-1.14806195386729,-0.516949490465989,-0.886566198720354,0.886566198720354,"left",5,1152,7243
"mitgliedsstaat",-1.14806195386729,-0.516949490465989,-0.886566198720354,0.886566198720354,"left",5,1153,7243
"wirtschaftssystem",-1.14806195386729,-0.516949490465989,-0.886566198720354,0.886566198720354,"left",5,1154,7243
"orientierungen",-1.14806195386729,-0.516949490465989,-0.886566198720354,0.886566198720354,"left",5,1155,7243
"zugänglicher",-1.14806195386729,-0.516949490465989,-0.886566198720354,0.886566198720354,"left",5,1156,7243
"industrieprozesse",-1.14806195386729,-0.516949490465989,-0.886566198720354,0.886566198720354,"left",5,1157,7243
"handelsverträgen",-1.14806195386729,-0.516949490465989,-0.886566198720354,0.886566198720354,"left",5,1158,7243
"ausbremsen",-1.14806195386729,-0.516949490465989,-0.886566198720354,0.886566198720354,"left",5,1159,7243
"gesundheitszentren",-1.14806195386729,-0.516949490465989,-0.886566198720354,0.886566198720354,"left",5,1160,7243
"umlagefinanzierung",-1.14806195386729,-0.516949490465989,-0.886566198720354,0.886566198720354,"left",5,1161,7243
"hatespeech",-1.14806195386729,-0.516949490465989,-0.886566198720354,0.886566198720354,"left",5,1162,7243
"normales",-1.14801437277222,0.176230326564387,-1.25376243806863,1.25376243806863,"left",10,1163,3834
"krisenländer",-1.14742634729944,-0.334192110251552,-0.970858468711513,0.970858468711513,"left",6,1164,6346.5
"antrieb",-1.14742634729944,-0.334192110251552,-0.970858468711513,0.970858468711513,"left",6,1165,6346.5
"politikbereiche",-1.14737922448565,0.3589873688685,-1.37296699906308,1.37296699906308,"left",12,1166,3197
"lehrkräfte",-1.14732338247068,2.04850626152133,-3.1953124191128,3.1953124191128,"left",65,1167,506
"quecksilber",-1.14696883888243,-0.179727922402253,-1.04839320284041,1.04839320284041,"left",7,1168,5439.5
"hilfs",-1.14696883888243,-0.179727922402253,-1.04839320284041,1.04839320284041,"left",7,1169,5439.5
"versicherer",-1.14696883888243,-0.179727922402253,-1.04839320284041,1.04839320284041,"left",7,1170,5439.5
"schutzsuchender",-1.14696883888243,-0.179727922402253,-1.04839320284041,1.04839320284041,"left",7,1171,5439.5
"design",-1.14658132170409,0.647216068327756,-1.58469630828411,1.58469630828411,"left",16,1172,2394
"parlamenten",-1.1465035729222,1.6588702173142,-2.6278132812395,2.6278132812395,"left",44,1173,802
"geschlechtergerechtigkeit",-1.14613063320803,1.53849752819389,-2.47351537233172,2.47351537233172,"left",39,1174,941
"bestimmungen",-1.14604225235135,1.13309290580539,-2.01952218212966,2.01952218212966,"left",26,1175,1446
"import",-1.14532690371334,1.20769021880817,-2.09496157326277,2.09496157326277,"left",28,1176,1337
"kindertageseinrichtungen",-1.1448641992553,0.178387104168138,-1.25167115044244,1.25167115044244,"left",10,1177,3847
"software",-1.14387609265532,2.06613165327251,-3.21391044569778,3.21391044569778,"left",66,1178,495
"deals",-1.14286966248087,0.710376879648139,-1.63024577728003,1.63024577728003,"left",17,1179,2263
"standorte",-1.14059271863865,0.586764205054974,-1.52948359442536,1.52948359442536,"left",15,1180,2571
"kasse",-1.13971170968178,0.364219472785446,-1.36736438526788,1.36736438526788,"left",12,1181,3228
"abgeordnetenbestechung",-1.13861871750594,-0.0405035835407187,-1.11579157379279,1.11579157379279,"left",8,1182,4855
"ausreichendes",-1.13861871750594,-0.0405035835407187,-1.11579157379279,1.11579157379279,"left",8,1183,4855
"rollenbilder",-1.13861871750594,-0.0405035835407187,-1.11579157379279,1.11579157379279,"left",8,1184,4855
"einmalige",-1.13855075610034,0.588151184936562,-1.52780456419636,1.52780456419636,"left",15,1185,2581
"mitbestimmung",-1.13799916005639,2.80045601024186,-4.61586647735245,4.61586647735245,"left",137,1186,188
"garantierente",-1.13688497177406,0.972272463689435,-1.84859940375652,1.84859940375652,"left",22,1187,1758
"ombudsstelle",-1.13681593042113,-0.326963773268667,-0.965363489468463,0.965363489468463,"left",6,1188,6406
"sexismus",-1.13630553224727,1.21382673605164,-2.084847282169,2.084847282169,"left",28,1189,1351
